hinglish,label
"idea यह था कि वह एक hit man था जो retire हो गया था , ताकि वह अपनी wife से hand out कर सके .",neutral
लेकिन अब whole movie,positive
oh यह nice he,positive
"माफ करना , hang out .",negative
एक retired hit man,neutral
तो उसकी wife को puppy मिल गया और फिर वह natural causes से यह disease से या something else से मर गया .,neutral
to is movie me lots of action he,neutral
ये तो बुरा हवा,negative
तो उसे कोई भी मिल जाता उसका पसंद का,neutral
उसे puppy मिले लेकिन वह उस puppy को मार दिया और उसका कर stole किया,negative
"हाँ इस movie उसी की बारे में हैं , Russian mobster का बेटा किया हैं",neutral
तो climax क्या हुवा,neutral
वह उस guy को kill किया और काफी Russian mobsters के साथ मिल,neutral
तो मैं check करता और उसका info देता,neutral
sorry मैं इस film को नहीं watch किया,negative
end में तो loosed उसका घर आता और उसे अपने आप को kill करता,positive
अच्छा interesting हैं यार,positive
ठीक है भाई चलो बात खतम करते हैं .,neutral
उसने dad को भी मार डाला क्योकि उसकी दाद पागल थी उसकी बेटी की moot हो गई थी और मारने की कोशिश की गई थी,negative
धन्यवाद आप के बहुमूल्य समय के लिए मेरे से बात करने के लिए,neutral
अलविदा,positive
ठीक है आप को लगता है हमारे पास पर्याप्त है .,positive
ठीक है,positive
ठीक ताई बाई,positive
क्या हम जारी रख सकते हैं ?,neutral
क्या तुम मुझे पसंद कर सकती हूँ .,neutral
हाँ मेरे पास पन्द्रह धन्यवाद है .,positive
क्या तुम्हें यह movie अछि लगी ?,neutral
हाँ लगी,neutral
film में तुम्हारे favorite actor कौन था ?,positive
Christopher with अलकें,neutral
क्या तुम्हें Crime films पसंद है ?,neutral
"Yes , मुझे really पसंद है .",positive
क्या वे तुम्हारे favorites में से एक है ?,neutral
नहीं particularly,neutral
हालांकि यह movie इतनी भी बढ़ नहीं थी,negative
Pan-American airline के pilot का नाम क्या था ?,neutral
Frank Abagnale,neutral
"Oh , अब मुझे याद आया कि वह Frank था .",neutral
मैंने उसकी movies को enjoy करता हूं,positive
actually में steven spielberg की ये movie बहुत ज्यादा enjoy करता हूं,positive
वह बहुत ही अच्छे director हैं,positive
"वाकई , वह उनकी major movies में से एक नहीं थी पर वह बहुत ही enjoyable थी .",positive
हाँ वो वाकई में एक अच्छे director हैं,positive
christopher वाल्केन भी एक अच्छा actor है,positive
i agree,neutral
काफी सारे scenes की background जो एकदम incredible है,positive
i wonder use कैसे लगें होगा जब उसे कहा गया कही उसके father मर चुके हैं,neutral
वाकई में ये बहुत crazy होगा अगर यह real life में हो हो,negative
वह शायद वाकई मैं sad था,negative
मुझे भी ऐसे ही लगे उस particular scene को देखकर,neutral
थोड़ा uncomfortable लगा जब वह अपने father को किसी दूसरी माँ से recognize कि तब,negative
हाँ वो तो मुझे real bummer feel हुवा,positive
मुझे भी कुछ ऐसे ही लगे,neutral
अच्छा हुवा की end में happy किया,positive
especially मुझे तो उस सिया को बहुत enjoy की ... Frank तो अपने आप को गव्युप कर,positive
"हाँ , मैं comprehend करूँगा",neutral
यह तो बढ़िया deal हैं action movie के लिए क्यों कि वह network city में ले रही थी,positive
हाँ बढ़िया .. network tho busy place हैं यार,positive
मुझे तो FBI का work बहुत enjoy किया,positive
us part tho exciting हैं,positive
मुझे realized ही नहीं हुवा कि Check Carl तो fake से carry कर रहा हैं,negative
हाँ वो तो बहुत exciting हैं,positive
Frank तो तब तक पता ही नहीं चला कि Check Carl ने उसे धोका दिया,negative
हाँ यार,neutral
मैं तो उस students जब frank को FBI का deal offer कर रहे थे उससे तो बहुत enjoy किया,positive
मैं भी,neutral
और जब वह pilot को भी ट्राय कर रहा था,neutral
"वह तो cool हैं यार , और उसका prison sentence तो उसका work याद करता",positive
हाँ मुझे तो वह pilot होने का imagine कर रहा था,neutral
"Yes , मैं agree हूँ",neutral
"No , मैं नहीं कर सकता haha",positive
तुम्हारे हिसाब से उसके mind में उस time क्या चल रहा था ?,neutral
Probably who just high adrenaline feel कर था वो करके जो उसको supposedly नहीं करना था .,positive
excitement मैंने लगभग wrap up कर दिया,positive
मैं agree करता हूँ .,neutral
"Frank , kamal का character था .",neutral
मुझे तो believe ही नहीं होता कि ये real person पर based था,positive
उस part के बारे में क्या कहते हो जहां वह substitute teacher के रूप में pose करता है .,neutral
"Yes , वह kamal का person था .",neutral
Frank ने Life को Fullest जिया है,neutral
"Oh yeah , मैं teacher part के बारे में भूल गया",neutral
I wonder ये के Student के जैसा होना था,neutral
ऐसा लगता है कि उकसा childhood बड़ा Enjoyable था,positive
Frank का student होने के नाते Probably यह pretty cool था,positive
शायद ये Fun था,positive
"Me definitely agree करुगा , यह मजेदार था",positive
"I did know , Frank वंहा use Teach करने के लिए था",neutral
Yeah,neutral
वह बहुत Smart लगता है,positive
मैं उस time student होना like करूँगा,positive
मैं भी,neutral
"Frank जहां जल से एरोप्लेन पर उड़ान भरकर home लौट रहे हैं , उन्हें अजीब लगा होगा . use .",positive
क्या वहाँ कोई है ?,neutral
Hello,neutral
है,neutral
Movie का क्या name है ?,neutral
Batman vs Superman . क्या तुमने यह देखी है ?,neutral
"नहीं , मैंने नहीं , क्या यह अछि है ?",positive
क्या तुम अभी भी वहीं हूँ ?,neutral
superman movie is better than Man of Steel,positive
पर अछि blow है Dark Knight,negative
"Hello , क्या तुम्हें movies अच्छी लगती है ?",neutral
"हाँ , पर पुरानी toys पे based weird है",neutral
इसको real steel कहा जाता है और मैं याद करने की कोशिश कर रहा हूँ कि कहीं मैंने यह देखी है .,positive
"नहीं , कोई interest नहीं इसमें",neutral
मैं सहमत हूँ उस reviewer से जिसने इस Rocky with robots का,neutral
"मेरे ख़्याल से ये inspire हुई है rock em sock em robots , एक पुरानी toy",neutral
"ठीक है . मुझे याद हैं इसे देखना , क्योंकि मैंने देखा था उसमें Hugh Jackman था",positive
शायद मैं इसे देखो ग अगर यह मुझे interesting लगी . मेरे खयाल से मैंने इस सिर्फ उसकी वजह से देखा .,neutral
"वह बहुत ही अच्छा actor है अच्छा लगा उसे Logan के अलावा किसी और के रूप में देखना , lol",positive
"हाँ , मुझे thrillers or drama , who-dun-it kind of movies अच्छ लगते हैं",positive
यह robots की एक action film है,positive
Rotten tomatoes ने इसे 59 percent डीए . मुझे लगता है इसका मतलब यह ok kind of movie है . में boxing robots को याद करता हूँ .,positive
वह deal जिसमें winner को loser का robot मिलता है थोड़ा extreme था,negative
Lol . I see की movie पूरी तरह Michigan में filmed है . उनके लिए good है . Tax credits .,positive
"हां , यह जब तक था अच्छा था . अब लगता है dry up हो गया .",positive
"में Ohio में रहता हूँ और movie के यहाँ बनाने के बारे में "" credits "" सुनी हैं . Normally में Hugh Jackman को बाकी movies में देखता हूं .",neutral
वह ठीक actor हैं,positive
"मैंने realize नहीं किया कि वह movie इतनी old है - 2011 , time जल्दी चला जाता है . में बाकी actors को recognize नहीं करता .",positive
मैं भी नहीं,neutral
यह standard boxing movie लगती है .. लेकिन robots के साथ,neutral
तुम्हें boxing sport पसंद है ?,neutral
नहीं,neutral
मुझे ज्यादातर sports पसंद नहीं,positive
"मैं यहाँ उस movie के बारे में interesting facts के लिए पढ़ रहा हूँ . यह बताती है yes film "" Steel "" नाम की short story पे बसे हैं , जोकि 1956 में publish हुई थी , use बाद में Twilight zone के episode में adapt किया गया था . यह interesting बात है . पुराने twilight zone के shows मुझे डरावनी लगती हैं . LOL",positive
मुझे old twilight zone पसंद है but याद नहीं ये किस पर बसे हैं,positive
"सच में . विरोध है , but आज भी कुछ episodes मुझे डरावनी लगती हैं . इसका Metacritic score 56/100 hai . यह Metacritic क्या होता है ?",neutral
मेरे ख्याल से वह कोई review aggregator site होगी ?,neutral
मैं twilight zone marathons Syfy पे हमेशा देखता हूं .,neutral
अगर मैं देखता हूं तो सिर्फ daytime में . में तो पूरा दर्प हों . में तो director - Shawn Levy से भी familiar नहीं हूँ,positive
मुझे भी नहीं पता,neutral
"genre tho science , sports और ये सच हैं",positive
hello,neutral
"Hello , how are you ?",neutral
I'm good . क्या तुमने movie enjoy की ?,positive
"Yes , मुझे musicals पसंद है , और तुम्हें ?",positive
"मुझे लगता उन्हें tolerate किया जा सकता है , but यह वाली बहुत अच्छी थी",positive
मुझे पसंद आया कि ये LA में located है और बहुत relatable है .,positive
क्या आप ला . A . में रहते हो ?,positive
Vegas,neutral
यह तो cool है . में south में हो .,positive
क्या आप Gosling's के fan हो ?,neutral
Emma Stone के fan ?,neutral
मुझे वो दोनों ही पसंद है . आपके favorite कौन है ?,positive
"दोनों अच्छे actors हैं , Gosling ज्यादा attractive . HA !",positive
आप क्या सोचते हो film की success और satisfaction के perspective पर ?,positive
मैं इस conversation के बीच में कहीं खो गया था . Since 5 minute हो चुके हैं तुम्हारा last response मिले हुए . में यह discussion abandon करूंगा .,neutral
तुम्हारा day great हो,positive
conversation के लिए thanks,positive
?,neutral
?,neutral
?,neutral
?,neutral
?,neutral
?,neutral
है,neutral
Hello ! कैसे हो तुम !,neutral
अच्छा,positive
let's talk about Batman Begins . क्या तुम familiar हो ?,positive
2005 SuperHero movie जिसको Christopher Nolan ने direct किया है,neutral
"Yes , मैंने सुना है उसके बारे में . I just havent seen it yet",neutral
It's great,positive
Rotten Tomatoes : 84 % और average : 7.7 / 10,negative
Metacritic पर Score : 70/100,neutral
CinemaScore का score : A,neutral
batman पर अभी तक का सबसे ' realistic ' take,positive
मैं उसको देखने में interested हुन् . Doesn't it have Christain Bale as Batman ?,positive
हां,neutral
"ये Christian Bale , Michael Caine , Liam Neeson , कटी Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman को star करती है",neutral
बढ़िया cast .,positive
"Wow , Morgan Freeman भी ? यह अछि cast हौ . Freeman क्या play करता है ?",positive
वह Lucious Fox play करता है . वह Batman's कि ( 007 से ) की तरह है,neutral
जो tech guy उसकी help करता है . तो ये one-man operation नहीं है,negative
"हाँ , मैं comics से Character को remember करता हूँ . यह awesome है कि उन्होंने film में उसे ढाला . किया वह big role play करता है ? या फिर थोड़ा सा ही दिखता है ?",positive
काफी significant role . Sequels में और ज्यादा .,positive
"Liam Neeson as Henri Ducard starred है , एक devious villain और League of Shadows का member",neutral
"यह really cool है , normally ऐसे type के character को small roles देते हैं",neutral
league of shadows film में हैं ? Wait तो क्या मतलब Neeson रस अलगुल है ?,neutral
ken watanabe तो Ras Al गुल का special guest appearance हैं,positive
क्या इस film का immortality को mention किया ?,neutral
"वह तो hint था , लेकिन यह तो थोड़ा realistic की तरह मेक किये हैं",positive
"bruce wayne जो बचा था और dry well में गिर गया और उसे swarm of bats ने attack कर दिया , लेकिन phobia का creatures कुछ subsequently develop हो रहा था .. ये सब opera और उसका parents देख रहे थे , bruce तो डर गया उस bats का performance देखकर , और उसे वह ही छोड़ दिया .. बाहर , mugger जॉय chill ने bruce parents को murder किया .. bruce अब orphaned हो गया",neutral
"आह , तो यह comic की तरह हैं ,",positive
michael caine है alfred होगा .. मुझे इस play में और कोई बेहतर play नहीं कर सकते,neutral
"हाँ , origin wise tho pre close he ही .. bruce तो world पुर atravel करता और training भी लेता .. लेकिन screen में नहीं देख्या",positive
"हां , alfred tho amazing हैं",positive
"14 years के पहले , chill ने exchange करने पे freed हवा और gotham city के लिए testifying किया उसका mafia boss carmine फाल्कने के साथ .. bruce तो chill को murder किया और उसका फाल्कने का assassins को पहले मारा .. bruce का childhood friend , assistant district attorney rachel dawes , ने उसे बेरेटेस्किया और उसे injustice दे दिया . और उनके father shame हो गये .. bruce ने falcone को confronts किया और उन्होंने उनका real powers को faced किये .. bruce ने world पूरा travel किया और काफी सीख लिया ... lekinbhutan को जब उन्होंने prison गए तो उन्होंने henri ducard को meet किया और उनके पास member of league का shadows का train लिया जो रा'इस अल गुल को led कर रहे थे . training और fear को purging को complete करने की बात , bruce ने league को सीख लिया कि कैसे gotham को destroy करें .. रा'इस तो debris को kill किया , लेखकिन bruce ने उसे unconsciously save कर दिया",neutral
मुझे तो उस film में sarcastic jokes ही याद हैं ... चैन तो perfect हैं इस character में,positive
उसके पास थोड़ा thread monologues है,neutral
"Batman ने intercepts किया उस drug shipment को , लेकिन rachel उस evidence से फाल्कने को against किया , और sergeant james gordon को enlists किया , यक ईमानदार cop तो उस gowtham को left कर दे , arrest करने केलिये . prison में , फाल्कने , Dr jonathan crane से मिले , जो यक corrupt psychiatrist हैं जो gotham को drugs देने पर help किया और use threatens भी किया उस complicity को reveal करने पे , अगर वह mentally unfit होगा तो use declare नहीं करेगा . crane ने तो उस scarecrow mask पहना और फाल्कने का डर को sprays out किया . वह hallucinogen था काफी इंसानी हवा फिर उस अर्धम asylum को transferred भी किये .. जब scarecrow को investigating कर रही थी , तब batman ने उस hallucinogen को exposed किया और incapacitated को left किया . वह alfred को save किया और उसे fox का antidote developed दे दिया .. जब rachel को crane का correptionko accused किया गया , तब crane ने reveal किया कि उसे drug से डर हैं और वह gowtham का water supply था .. वह rachel को drugs addit किया लेकिन batman ने उसे save कर और crane को subdues किया जो राह के लिए वह work कर रहा था . batmen ने police को evades किया और rachel को safety कर , Ducard ने फिर उस bruce का birthday party पर आया और वो राह का हम से reveals कर दे . वह यक powerful microwave चुरा लिया उस wayne enterprises के साथ . और उसने gotham का water supply को vaporize करने का plan कर , और city को destroy करने पर तुला हूवा था . लेकिन wayne manor ने aflame किया और bruce को मार डाला , लेकिन alfred ने recess की लिये",neutral
"इंतना interesting हैं यार ये scarecrow का film .. लगता हैं इस में कहीं plot हैं , यानी multiple villains होंगे इस film में",positive
आपके क्याहल से इस story कैसे थी ?,neutral
मुझे लगता हैं की कोई crowd नहीं आयेंगे इस film को .. कैसे यक कोई batman और robin को turned out करेंगे,neutral
अगर आपको अच्छा लगे तो आप जरूर उस multiple villains को ठीक जगा उसे कर सकते हो,neutral
मुझे लगा यह बढ़िया store हैं .. overall यह तो solid हैं,positive
"मैं मानता हूँ , क्या league कभी उस head bump किया उस crane के साथ is film me ?",neutral
यह वह दोनों work करे ?,neutral
हाँ और ये naturally fit होगया,neutral
hello,neutral
hello,neutral
क्या आप को The shape of water का movie पसंद हैं,neutral
क्या आप Shape of water को देखा ? मुझे उस movie particularly पसंद नहीं हैं ... ये थोड़ा slow हैं मेरे taste के अनुसार और थोड़ा weird बनाही .. में already देखा हूं .. लेकिन मैं second time नहीं देखूंगा,negative
मैं नहीं देख,neutral
यह किस बारे में है,neutral
यह Sally Hawkins के बारे में है जो एक mute janitor है एक लाभ में और उसे एक experiment से love हो जाता है जो एक fish-man हैं.ओक्टेविया Spencer उसके दोस्त हैं और basically use escape करने के लिए help art है .,positive
बहुत cool लगता है,positive
तुम्हें document के बारे में बोलना चाहिए अगर तुम्हें मानी चाहिए और आगे बढ़ना चाइये,neutral
ok,positive
तो मेरा question है कि कौन सा character Michael Stuhlbarg play करता है Shape of Water में,neutral
Michael Stuhlbarg play करता है Dimitri mosenkov का जो एक soviet spy है जो एक scientist है,neutral
मुझे interesting लग रहा है Elisa जब child थी तब उसे एक river में पाया गया that neck में wounds के साथ .,positive
और बाद में वह connect करती है एक humanoid amphibian के साथ . शायद वह connect करती है क्योंकि वह उसके जैसी है .,neutral
क्या think करते हो तुम,neutral
नमस्ते,neutral
Hey,neutral
क्या आपने dunkirk को देखा ?,neutral
"नहीं , अभी नहीं",neutral
क्या आप जानते हैं Christopher Nolan,positive
है,neutral
वह को produced हैं,neutral
महान director,positive
मेरी काया से वह shot कर 65mm बड़े format ... वो बहुत कम है इन दिनों में,positive
Movie का जनरे क्या है,neutral
यह action है कि drama है,neutral
"धोना है , पर action जयादा है",neutral
कहानी का plot क्या है,neutral
WWII,neutral
यह हमारे लिए history है,neutral
Story को follow करते हैं जो हजारों को डराता है जो beach पर है बेचने के लिए .,neutral
कहाँ से बचाया है,neutral
यह war खतम हो गया पर किसी को भी पता नहीं चला,neutral
यह post war की कहानी जैसी है .,neutral
बस end पे ... beach से निकलता काफी मुश्किल time है,negative
वह बहुत lucky बन गये काफी बार,positive
वह काफी intense है . एक scene में एक trawler में hide करते हैं जो beached है और high tide आने का wait करते हैं,positive
उस adventure में कोई बड़े जानवर है क्या movie में ?,positive
"कोई बड़े जानवर नहीं है . Enemy force के कुछ लोग trawler पे target practice करते हैं और जब tide finally आती है , वह तकरीबन डूब जाती है",negative
उनको rescue करने ship आती रहती हैं but lines ridiculous है,negative
Finally उन्हें वहाँ से बाहर निकलना ई के लिए ship मिलती है,positive
मुझे लगता है वह historically correct है . End me 300000 को rescue कर लिया जाता है,positive
"वह बहुत ships पी जाती है , एक को टोरपोएडो लगता है और वह sink करने लगता है , और वह hatch से escape कर जाते हैं",neutral
इसका end titanic type सी लगे,neutral
"कुछ डूब रहे हैं और ship damage हो गए हैं , लोग survival के लिए fight कर रहे हैं",neutral
A big sigh of relief ... कुछ कुछ Titanic जैसे . आखिर में वह rescue हो जाते हैं ... although सब नहीं बच पाते हैं :),positive
उसमें war scenes हैं या only postwar scenes हैं,neutral
"War scenes ... वो उन लोगों को follow करना और उनके experiences के बारे में ज्यादा है और लोग escape करने के लिए क्या क्या करेंगे ( assume dead , pretend to be from another country )",neutral
ज्यादातर को rescue करने के civilians को भेजा गया family owned fishing vessels पर .,positive
एक point पर पानी में काफी बड़ा oil slick हो जाता है जो जल उठता है और काफी graphic scene create करता है .,neutral
"interesting लग रहा है , lead actor कौन है , यह आखिरी question है",neutral
"Fionn Whitehead plays Tommy , British army private जिसके बारे में तुम्हें बताया था .",neutral
उसको special effects के लिए देखो .,positive
"हाँ , I will",neutral
oh क्या sheen है,neutral
आप से बात करके बहुत अच्छा लगा आपका दिन शुभ हो,positive
"titanic बहुत पसंद है , aalochak ने इसको master piece का हैं.आपका दी शुभ हो",positive
अलविदा,neutral
Hello there,neutral
Movie का नाम क्या था ?,neutral
Hi there ! जो movie हम बात कर रहे हैं वह है Home Alone .,neutral
Alright . किस बारे में है वो ?,neutral
वह एक लड़की के बारे में है जो छूट जाता है जब उसकी family vacation पी जाते हैं . कुछ robbers अंदर घुसने की ; इए try करते हैं and use उनसे निपटना पड़ता है .,negative
Oh no बेचारा kid,positive
क्या यह movie दोनों kids और adults के लिए entertaining है,positive
"मुझे उतना अच्छा movie नहीं लगता है , सारे scores pretty low हैं और critics ने बहुत negative comments दिये हैं उस के बारे में .",positive
Huh interesting है,positive
क्या उन्होंने ने कहा कि उन्हें क्यों पसंद नहीं आया ?,neutral
वह कहते हैं कि वह flat और gimmicky था.कुछ humor अच्छी थी .,positive
accha.woh kid क्या करता है जब burgers अंदर घुस जाते हैं ?,neutral
उनमें से एक critic कहता है कि बहुत से sadistic booby traps है जो कि impossible है .,positive
"Hmm , ये क्या है , sadistic booby traps .",neutral
Kids का नाम क्या है ?,neutral
"उसका name Kelvin है , और apparently kids पीछे कोट गयें है because family ने oversleep ले ली flight वाले दिन और इसकी वजह से airport प समय बड़ा rush था .",negative
मुझे wonder है कि how कोई family अपने kids में से एक भूल गये .,positive
क्या उमे realize हुआ कि वे उसे भूल गए हैं ?,neutral
"वहां power outage था that reset सारी clock , so is reason से rush हो गया और इस rush में उन्होंने notice ही नहीं किया कि वह missing है .",negative
उनके कितने kids है ?,positive
"well , Kevin जो है वह youngest है और उसका older brother Buzz है , वह जिसके साथ वह fight करता है ?",positive
क्या Kevin eventually अपनी family से reunite हुआ ?,neutral
मुझे नहीं पता हैं .. उसकी माँ को पता भी नहीं था कि वह plane में नहीं हैं और फिर जब पता चला तो वह flyback किया और hitchhike अपनी घर वापिस आये,neutral
क्या kevin इस robbers को हटाया eventually ?,neutral
"मैं इतना भी sure नहीं हूं , लेकिन मुझे पता हैं कि kevin का trap तो बड़ी nasty थी .. critics का यक तो Festival of adult bashing था",negative
क्या कोई इस movie का amount of movie के बारे में कुछ कहा ?,neutral
"mahi यार , लेकिन rotten tomatoes ने 62 % दिया और मैं उनका rating से खुश नहीं हूँ",neutral
क्या कुछ sequels के बारे में कुछ mention किया ?,neutral
मुझे sequel के बारे में तो कुछ पता नहीं .. is movie 1990 में आया जो अब old हैं,positive
तो is cast में कौनसा actors part लिये हैं ?,neutral
"is cast tho macaulay कुलकिन , जॉय पेशी , daniel stern , john heard और roberts blossom he",neutral
सभी अच् actors हैं,positive
इनमें से कौन robbers play करते हैं ?,neutral
"ओए पेशी and Daniel Stern robbers हैं , और उनके character का नाम character Harry और Marv हैं .",neutral
नमस्ते,neutral
क्या तुम्हारे पास movie document हैं,neutral
नहीं है मेरे पास,neutral
जो movie हमें मिली वो थी Notebook है . क्या तुम इसे जानते हो ?,neutral
हम किस बारे में chat करें,neutral
मैंने इसे देखा है पर कुछ while पहले,neutral
"Since तुम्हें document नहीं मिले , मुझे respond करने के लिए तुम्हें info देनी पड़ेगी",neutral
Okay cool . To movie किस बारे में है .,positive
यह एक love story थी जो एक माँ और woman के बारे में है जो अब nursing home में हैं,positive
हम उन दोनों को उनके older और younger days में देखते हौं,neutral
How romantic . में ऐसी movies पसंद करता हूँ . इसमें किसने act किया ?,neutral
इस movie ने Rachel McAdams और Ryan Gosling को star बना दिया,neutral
"Ryan Gosling best है , तो ये वो movie है जिसने उसे बड़ा बना दिया . क्या यह एक period piece .",positive
"तुम ऐसा कह सकते हो , because वह 1940 में start होती है",neutral
US South में,neutral
एक चीज जो fans को surprise कर सकती है कि उसे critics से अच्छी reviews नहीं मिली . उन्हे लगा बहुत sappy थी .,positive
"हाँ मैं critics की नहीं सुनता हूँ , ज्यादातर वो लोग गलत रहते हैं . क्या तुम्हे लगा था वह बहुत sappy थी ?",neutral
"मुझे तो याद आती है कि मैंने पसंद किया था , ऐसा लगा कि real love affair है .",positive
वह मुझे information देती है जितना ज्यादा हम chat करते हैं,positive
"Nice , तुम्हें पता है उसे किसने direct किया ?",positive
"Director का नाम Nick Cassavetes है , उसकी mother ने actually older version में female lead का role play किया था",neutral
Wow यह amazing है लेकिन मायबे अपनी mother को direct करना tough रहा होगा . क्या तुम्हें पता है Rotten Tomato पर इस movie को क्या rating मिली ?,positive
52 %,neutral
ये तो बुरा है . तुम्हारे best scene कौनसा था,positive
"next scene में वह mention करते हैं कि लड़की की मां कैसे boy के letters लड़की से hide करती है , क्योंकि वह नहीं चाहती उसकी बेटी उसके साथ रहे",neutral
वह उन्हें साथ में क्यों नहीं रहने देना चाहते ? किया वह बाद boy है ?,negative
वह rich family से हैं लेकीन है is not .,positive
final scene discuss करने के लिए : mother admit करती हौ कि उसने क्या किया और daughter को letter देती है,neutral
Okay अब समझ आया . I guess ये सही से end हुई .,positive
तबतक उसकी daughter किसी और से engage हो जाती है,neutral
"Oh no , फिर वह दोबारा साथ कैसे मिलते हैं",neutral
उसकी mom ने उसे दिखाया कि एक lower class boy जिसे वह कभी प्यार करती this उसका किया हुआ ( वह अभी भी lower class है ) . वह नहीं चाहती थी उसकी बेटी money के लिये स्ट्रग्जी करें .,positive
बेटी को बस ये decide करना था कि उसके लिए क्या important है,positive
"आखिर में , वह lower class लड़की को चूस करती है",neutral
"मुझे लगता है उसने right choice ली , happiness choose करके और उसके साथ जा के",positive
यह fantastic movie लग रही है,positive
क्या तुम्हें पता है कि यह कब release हुई थी ?,neutral
2004,neutral
यह तो थोड़े while पहले था,neutral
हां,neutral
क्या इसके बारे में कुछ critical review और responses हैं ?,neutral
"उनलोगों ने performance की टैरिफ की है पर "" sappy "" writing की निंदा की है .",neutral
क्या तुम love love story के fan हो ?,positive
क्या तुम इसे एक classic मानते हो ?,neutral
मैं love stories पसंद करती हूँ .,positive
नहीं पूरा classic नहीं लेकिन अच्छा लगता है .,positive
मैं surprise हो कि अभी तक task खत्म नहीं हुआ .,neutral
मुझे पता है .,neutral
यही चीज मुझे movie फिर से देखने के लिए मजबूर कर रही है .,neutral
क्या इसमें कोच ऐसा चीज है जो तुम नहीं पसंद करते हो ?,neutral
हाँ थोड़ा annoying था लेकिन बहुत movies already ऐसा कर चुके हैं .,negative
हाँ तुम वही हो,positive
"मुझे लगता है हमारी "" finish conversation "" पे click करना safe है . हम already जरूरत की number of exchanges से ज्यादा कर चुके हैं",positive
Well तुमहसे बात करना अच्छा लगा,positive
hello there !,neutral
Hey !,neutral
आप कैसे कर रहे हो ?,neutral
I believe कि मुझे आपको बताना चाहिए कि आपको क्यों Social Network read करना चाहिए .,neutral
"मैं अच्छा हूँ , thanks",positive
Social Network एक movie है ?,neutral
सही है,neutral
आपको क्या task सौपा गया था ?,neutral
आपके साथ movie की चर्चा करने का,neutral
"जानकारी इकट्ठा करने का try करें और तय करें , अगर मैं इसे end में देखना चाहता हूँ",neutral
कौन सी Movie ?,neutral
"अच्छा , मैंने पहली बार 5 साल पहले The Social Movie देखी थी और मुझे बहुत मजा आया था .",positive
Social Network की कोई भी movie में आपको मुझसे बात करने का task सौपा गया था,neutral
"vises रूप से , Zuckerberg का Eisenberg का चित्रण अत्यधिक सम्मोहक था",positive
और वह funny भी था,positive
क्या Eisenberg प्रमुख actor हैं ?,neutral
और अगर तुमने Ivy League university attend नहीं किया तो यह तुम्हें sneak peek देती है कि इनके अंदर life कैसी होगी .,neutral
हाँ वो lead actor हैं,neutral
क्या तुम जानते हो और किस movies में वह था ?,negative
actually में sure नहीं हूँ,negative
यह इसकी only one है जो मुझे पता है,neutral
I hope who as Zuckerberg typecast नहीं हो रहा,neutral
क्योंकि वह बोहत talented actor है,positive
और कौनसे actors थे इसमें,negative
इसमें Justin Timberlake और Armie Hammer भी थे,neutral
Timberlake cool था,positive
उसने master के founder का role play किया,neutral
और तुम्हारे favorite character कौन था ?,positive
Probably Eisenberg Zuckerberg के रूप में,neutral
wash,neutral
क्यों नहीं सबसे likable character ( जो कि निश्चित ही सेवरिन है ) पर उसने role को incredibly well play किया,positive
बहुत ही nuanced portrait,neutral
to movie पूरी तरह से biographical है,neutral
yes,neutral
although मुझे पता है कि zukerberg ने plot की accuracy के बारे में complain की है,negative
इसमें काफी tension है,neutral
"क्या उसमें "" evil twins "" feature होते हैं ? ( में उनका नाम भूल गया )",negative
हाँ !,neutral
Winklevoss twins !,neutral
although वह film में evil नहीं दिखती,negative
वह actually में cheated लगे,neutral
तुम्हारे favorite scene क्या है ?,positive
शायद Zuckerberg की deposition,neutral
जब वह investigate हो रहा था fraudulently claim करने के लिए कि Facebook का idea उसने सोचा,neutral
soundtrack कैसा है ? worth noting कुछ है ?,positive
hello,neutral
है,neutral
is movie me dragon का training के बारे में कहा गया हैं . अच्छा मुझे पता नहीं था लेकिन मेरे kids बहुत पसंद करेंगे,positive
क्या आप कुछ देखा,neutral
हाँ काफी साल पहले,neutral
"अच्छा , rotten tomatoes tho अछे score देते और उनका सेक्वल भी अची है",positive
